"id_releve","transect_habitat","releve_date","jour_julien","heure_debut","heure_fin","temperature","vent","couverture_nuageuse","mois","duree_obs","heure_debut_releve","heure_fin_releve"
"19152","Prairie",2014-07-03,16254,1899-12-31 12:30:00,1899-12-31 12:45:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,900,"12","12"
"19153","Prairie",2014-06-06,16227,1899-12-31 12:30:00,1899-12-31 12:45:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,900,"12","12"
"19154","Prairie",2013-08-13,15930,1899-12-31 14:30:00,1899-12-31 14:45:00,"21-25°C","1 Beaufort (1-5km/h)","Soleil voilé",8,900,"14","14"
"19155","Prairie",2013-06-06,15862,1899-12-31 13:15:00,1899-12-31 13:35:00,"16-20°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,1200,"13","13"
"19156","Prairie",2013-07-12,15898,1899-12-31 11:30:00,1899-12-31 11:45:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,900,"11","11"
"19157","Prairie",2011-08-11,15197,1899-12-31 12:40:00,1899-12-31 12:50:00,"26-30°C","3 Beaufort (12-19km/h)","Soleil voilé",8,600,"12","12"
"19158","Prairie",2011-07-05,15160,1899-12-31 13:04:00,1899-12-31 13:13:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,540,"13","13"
"19159","Prairie",2011-05-30,15124,1899-12-31 13:15:00,1899-12-31 13:25:00,"26-30°C","3 Beaufort (12-19km/h)","nuages 0-25%",5,600,"13","13"
"19160","Square urbain",2012-08-10,15562,1899-12-31 13:00:00,1899-12-31 13:15:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",8,900,"13","13"
"19161","Square urbain",2012-07-04,15525,1899-12-31 11:30:00,1899-12-31 11:45:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,900,"11","11"
"19162","Square urbain",2011-07-05,15160,1899-12-31 12:35:00,1899-12-31 12:44:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",7,540,"12","12"
"19163","Square urbain",2011-05-30,15124,1899-12-31 12:20:00,1899-12-31 12:29:00,"26-30°C","1 Beaufort (1-5km/h)","Soleil voilé",5,540,"12","12"
"19165","Gazon",2011-08-17,15203,1899-12-31 10:30:00,1899-12-31 10:45:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 51-75%",8,900,"10","10"
"19166","Gazon",2011-07-15,15170,1899-12-31 14:00:00,1899-12-31 14:15:00,"26-30°C","1 Beaufort (1-5km/h)","nuages 51-75%",7,900,"14","14"
"19170","Friche",2012-08-08,15560,1899-12-31 14:45:00,1899-12-31 15:00:00,"26-30°C","3 Beaufort (12-19km/h)","Ciel dégagé",8,900,"14","15"
"19171","Friche",2012-07-19,15540,1899-12-31 14:40:00,1899-12-31 15:00:00,"21-25°C","3 Beaufort (12-19km/h)","Soleil voilé",7,1200,"14","15"
"19174","Friche",2012-06-27,15518,1899-12-31 15:15:00,1899-12-31 15:30:00,"26-30°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,900,"15","15"
"19178","Friche",2011-06-22,15147,1899-12-31 14:00:00,1899-12-31 14:15:00,"16-20°C","5 Beaufort (29-38km/h)","nuages 51-75%",6,900,"14","14"
"19179","Friche",2011-07-28,15183,1899-12-31 14:50:00,1899-12-31 15:10:00,"21-25°C","3 Beaufort (12-19km/h)","nuages 51-75%",7,1200,"14","15"
"19182","Lisière de bois",2011-06-08,15133,1899-12-31 13:30:00,1899-12-31 13:50:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 51-75%",6,1200,"13","13"
"19184","Gazon",2011-06-01,15126,1899-12-31 14:50:00,1899-12-31 15:05:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 51-75%",6,900,"14","15"
"19185","Prairie",2019-06-28,18075,1899-12-31 13:30:00,1899-12-31 13:45:00,"31-35°C","0 Beaufort (0km/h)","Ciel dégagé",6,900,"13","13"
"19186","Prairie",2018-08-21,17764,1899-12-31 14:40:00,1899-12-31 14:50:00,"26-30°C","2 Beaufort (6-11km/h)","nuages 51-75%",8,600,"14","14"
"19187","Prairie",2018-07-16,17728,1899-12-31 14:40:00,1899-12-31 14:50:00,"26-30°C","4 Beaufort (20-28km/h)","Ciel dégagé",7,600,"14","14"
"19188","Prairie",2018-06-26,17708,1899-12-31 14:15:00,1899-12-31 14:25:00,"26-30°C","4 Beaufort (20-28km/h)","Ciel dégagé",6,600,"14","14"
"19189","Prairie",2015-07-31,16647,1899-12-31 13:30:00,1899-12-31 13:40:00,"26-30°C","3 Beaufort (12-19km/h)","nuages 26-50%",7,600,"13","13"
"19191","Prairie",2016-08-24,17037,1899-12-31 14:00:00,1899-12-31 14:10:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"14","14"
"19192","Prairie",2016-07-08,16990,1899-12-31 14:00:00,1899-12-31 14:10:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"14","14"
"19193","Prairie",2016-06-07,16959,1899-12-31 14:00:00,1899-12-31 14:10:00,"21-25°C","1 Beaufort (1-5km/h)","Soleil voilé",6,600,"14","14"
"19196","Prairie",2011-07-19,15174,1899-12-31 14:00:00,1899-12-31 14:10:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 51-75%",7,600,"14","14"
"19197","Prairie",2011-05-31,15125,1899-12-31 14:45:00,1899-12-31 14:55:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 51-75%",5,600,"14","14"
"19200","Bords d’infrastructures",2012-07-03,15524,1899-12-31 15:30:00,1899-12-31 15:45:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 51-75%",7,900,"15","15"
"19201","Bords d’infrastructures",2012-06-01,15492,1899-12-31 15:15:00,1899-12-31 15:30:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,900,"15","15"
"19202","Bords d’infrastructures",2011-08-16,15202,1899-12-31 11:50:00,1899-12-31 12:00:00,"16-20°C","3 Beaufort (12-19km/h)","Ciel dégagé",8,600,"11","12"
"19203","Bords d’infrastructures",2011-07-11,15166,1899-12-31 14:30:00,1899-12-31 14:45:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",7,900,"14","14"
"19204","Bords d’infrastructures",2011-06-09,15134,1899-12-31 11:45:00,1899-12-31 12:00:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 0-25%",6,900,"11","12"
"19208","Bords d’infrastructures",2018-08-14,17757,1899-12-31 12:30:00,1899-12-31 12:40:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 26-50%",8,600,"12","12"
"19209","Bords d’infrastructures",2018-07-10,17722,1899-12-31 11:50:00,1899-12-31 12:00:00,"26-30°C","2 Beaufort (6-11km/h)","Ciel dégagé",7,600,"11","12"
"19210","Bords d’infrastructures",2018-06-21,17703,1899-12-31 13:00:00,1899-12-31 13:10:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,600,"13","13"
"19211","Bords d’infrastructures",2017-08-10,17388,1899-12-31 12:00:00,1899-12-31 12:10:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"12","12"
"19212","Bords d’infrastructures",2017-07-07,17354,1899-12-31 12:30:00,1899-12-31 12:40:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"12","12"
"19213","Bords d’infrastructures",2017-06-14,17331,1899-12-31 12:30:00,1899-12-31 12:40:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 51-75%",6,600,"12","12"
"19215","Bords d’infrastructures",2015-08-06,16653,1899-12-31 12:15:00,1899-12-31 12:25:00,"21-25°C","2 Beaufort (6-11km/h)","Soleil voilé",8,600,"12","12"
"19216","Bords d’infrastructures",2015-07-09,16625,1899-12-31 11:30:00,1899-12-31 11:40:00,"16-20°C","2 Beaufort (6-11km/h)","nuages 0-25%",7,600,"11","11"
"19217","Bords d’infrastructures",2015-06-04,16590,1899-12-31 12:00:00,1899-12-31 12:10:00,"21-25°C","2 Beaufort (6-11km/h)","Ciel dégagé",6,600,"12","12"
"19219","Bords d’infrastructures",2014-06-06,16227,1899-12-31 12:25:00,1899-12-31 12:35:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"12","12"
"19220","Bords d’infrastructures",2013-06-07,15863,1899-12-31 14:40:00,1899-12-31 14:50:00,"26-30°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,600,"14","14"
"19221","Bords d’infrastructures",2013-08-08,15925,1899-12-31 15:00:00,1899-12-31 15:10:00,"26-30°C","1 Beaufort (1-5km/h)","nuages 0-25%",8,600,"15","15"
"19222","Bords d’infrastructures",2013-07-11,15897,1899-12-31 11:35:00,1899-12-31 11:45:00,"21-25°C","3 Beaufort (12-19km/h)","nuages 0-25%",7,600,"11","11"
"19223","Bords d’infrastructures",2011-06-09,15134,1899-12-31 11:30:00,1899-12-31 11:45:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 0-25%",6,900,"11","11"
"19224","Bords d’infrastructures",2011-08-16,15202,1899-12-31 11:40:00,1899-12-31 11:50:00,"16-20°C","3 Beaufort (12-19km/h)","Ciel dégagé",8,600,"11","11"
"19225","Bords d’infrastructures",2011-07-11,15166,1899-12-31 15:14:00,1899-12-31 15:29:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",7,900,"15","15"
"19229","Bords d’infrastructures",2018-08-14,17757,1899-12-31 12:00:00,1899-12-31 12:10:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 51-75%",8,600,"12","12"
"19230","Bords d’infrastructures",2018-07-10,17722,1899-12-31 11:30:00,1899-12-31 11:40:00,"26-30°C","2 Beaufort (6-11km/h)","Ciel dégagé",7,600,"11","11"
"19231","Bords d’infrastructures",2018-06-21,17703,1899-12-31 12:45:00,1899-12-31 12:55:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,600,"12","12"
"19233","Bords d’infrastructures",2018-08-15,17758,1899-12-31 17:00:00,1899-12-31 17:10:00,"26-30°C","2 Beaufort (6-11km/h)","Ciel dégagé",8,600,"17","17"
"19234","Bords d’infrastructures",2018-07-26,17738,1899-12-31 13:20:00,1899-12-31 13:30:00,"26-30°C","5 Beaufort (29-38km/h)","Ciel dégagé",7,600,"13","13"
"19235","Bords d’infrastructures",2018-06-22,17704,1899-12-31 14:30:00,1899-12-31 14:40:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,600,"14","14"
"19236","Bords d’infrastructures",2017-08-14,17392,1899-12-31 11:45:00,1899-12-31 11:55:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"11","11"
"19237","Bords d’infrastructures",2017-07-07,17354,1899-12-31 12:00:00,1899-12-31 12:10:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"12","12"
"19238","Bords d’infrastructures",2017-06-14,17331,1899-12-31 12:00:00,1899-12-31 12:10:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 26-50%",6,600,"12","12"
"19240","Bords d’infrastructures",2015-08-06,16653,1899-12-31 11:50:00,1899-12-31 12:05:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 0-25%",8,900,"11","12"
"19241","Bords d’infrastructures",2015-07-09,16625,1899-12-31 11:30:00,1899-12-31 11:45:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 26-50%",7,900,"11","11"
"19242","Bords d’infrastructures",2015-06-04,16590,1899-12-31 11:30:00,1899-12-31 11:45:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,900,"11","11"
"19244","Bords d’infrastructures",2014-06-06,16227,1899-12-31 12:10:00,1899-12-31 12:25:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,900,"12","12"
"19245","Bords d’infrastructures",2013-07-11,15897,1899-12-31 11:20:00,1899-12-31 11:30:00,"21-25°C","3 Beaufort (12-19km/h)","nuages 0-25%",7,600,"11","11"
"19246","Bords d’infrastructures",2013-08-08,15925,1899-12-31 14:30:00,1899-12-31 14:40:00,"26-30°C","1 Beaufort (1-5km/h)","nuages 0-25%",8,600,"14","14"
"19247","Bords d’infrastructures",2013-06-07,15863,1899-12-31 14:20:00,1899-12-31 14:30:00,"26-30°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,600,"14","14"
"19249","Bords d’infrastructures",2012-06-01,15492,1899-12-31 15:00:00,1899-12-31 15:15:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,900,"15","15"
"19251","Bords d’infrastructures",2011-08-16,15202,1899-12-31 11:30:00,1899-12-31 11:40:00,"16-20°C","3 Beaufort (12-19km/h)","Ciel dégagé",8,600,"11","11"
"19252","Bords d’infrastructures",2011-07-11,15166,1899-12-31 15:00:00,1899-12-31 15:15:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",7,900,"15","15"
"19253","Bords d’infrastructures",2011-06-09,15134,1899-12-31 11:15:00,1899-12-31 11:30:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 0-25%",6,900,"11","11"
"19254","Jardin",2018-08-16,17759,1899-12-31 11:50:00,1899-12-31 12:00:00,"21-25°C","2 Beaufort (6-11km/h)","Ciel dégagé",8,600,"11","12"
"19256","Jardin",2018-06-25,17707,1899-12-31 15:15:00,1899-12-31 15:25:00,"21-25°C","5 Beaufort (29-38km/h)","Ciel dégagé",6,600,"15","15"
"19257","Jardin",2015-08-11,16658,1899-12-31 11:10:00,1899-12-31 11:20:00,"21-25°C","0 Beaufort (0km/h)","Soleil voilé",8,600,"11","11"
"19258","Jardin",2015-07-07,16623,1899-12-31 11:15:00,1899-12-31 11:25:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 26-50%",7,600,"11","11"
"19259","Jardin",2015-06-03,16589,1899-12-31 11:40:00,1899-12-31 11:50:00,"16-20°C","2 Beaufort (6-11km/h)","nuages 26-50%",6,600,"11","11"
"19262","Jardin",2012-06-01,15492,1899-12-31 14:25:00,1899-12-31 14:35:00,"26-30°C","3 Beaufort (12-19km/h)","nuages 51-75%",6,600,"14","14"
"19263","Jardin",2011-08-19,15205,1899-12-31 13:43:00,1899-12-31 13:58:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,900,"13","13"
"19264","Jardin",2011-07-28,15183,1899-12-31 11:20:00,1899-12-31 11:35:00,"16-20°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,900,"11","11"
"19265","Jardin",2011-06-24,15149,1899-12-31 14:20:00,1899-12-31 14:35:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,900,"14","14"
"19266","Prairie",2019-08-12,18120,1899-12-31 13:25:00,1899-12-31 13:35:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 26-50%",8,600,"13","13"
"19267","Prairie",2019-07-08,18085,1899-12-31 13:40:00,1899-12-31 13:55:00,"31-35°C","2 Beaufort (6-11km/h)","Ciel dégagé",7,900,"13","13"
"19268","Prairie",2019-06-06,18053,1899-12-31 14:10:00,1899-12-31 14:25:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 26-50%",6,900,"14","14"
"19269","Prairie",2013-08-16,15933,1899-12-31 14:30:00,1899-12-31 14:40:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"14","14"
"19270","Prairie",2013-07-05,15891,1899-12-31 15:30:00,1899-12-31 15:40:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"15","15"
"19271","Prairie",2013-06-06,15862,1899-12-31 14:30:00,1899-12-31 14:40:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"14","14"
"19272","Prairie",2012-08-10,15562,1899-12-31 15:30:00,1899-12-31 15:40:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"15","15"
"19273","Prairie",2012-06-07,15498,1899-12-31 15:30:00,1899-12-31 15:40:00,"21-25°C","5 Beaufort (29-38km/h)","nuages 51-75%",6,600,"15","15"
"19274","Prairie",2011-08-10,15196,1899-12-31 15:30:00,1899-12-31 15:45:00,"21-25°C","0 Beaufort (0km/h)","Ciel dégagé",8,900,"15","15"
"19275","Prairie",2011-06-01,15126,1899-12-31 15:00:00,1899-12-31 15:20:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,1200,"15","15"
"19276","Lisière de bois",2018-08-10,17753,1899-12-31 11:00:00,1899-12-31 11:10:00,"16-20°C","1 Beaufort (1-5km/h)","Soleil voilé",8,600,"11","11"
"19277","Lisière de bois",2018-07-10,17722,1899-12-31 11:35:00,1899-12-31 11:45:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",7,600,"11","11"
"19279","Lisière de bois",2015-05-19,16574,1899-12-31 14:55:00,1899-12-31 15:05:00,"13-15°C","5 Beaufort (29-38km/h)","nuages 51-75%",5,600,"14","15"
"19280","Lisière de bois",2015-07-05,16621,1899-12-31 11:15:00,1899-12-31 11:20:00,"21-25°C","0 Beaufort (0km/h)","nuages 51-75%",7,300,"11","11"
"19281","Lisière de bois",2014-08-21,16303,1899-12-31 13:40:00,1899-12-31 13:50:00,"16-20°C","1 Beaufort (1-5km/h)","Soleil voilé",8,600,"13","13"
"19282","Lisière de bois",2014-07-07,16258,1899-12-31 14:30:00,1899-12-31 14:40:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 0-25%",7,600,"14","14"
"19283","Lisière de bois",2014-06-03,16224,1899-12-31 15:10:00,1899-12-31 15:20:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 0-25%",6,600,"15","15"
"19284","Lisière de bois",2013-08-12,15929,1899-12-31 11:50:00,1899-12-31 12:00:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"11","12"
"19285","Lisière de bois",2013-07-12,15898,1899-12-31 13:30:00,1899-12-31 13:40:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"13","13"
"19286","Lisière de bois",2013-06-06,15862,1899-12-31 13:00:00,1899-12-31 13:10:00,"21-25°C","0 Beaufort (0km/h)","nuages 0-25%",6,600,"13","13"
"19287","Lisière de bois",2012-08-10,15562,1899-12-31 11:50:00,1899-12-31 12:05:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,900,"11","12"
"19288","Lisière de bois",2012-07-06,15527,1899-12-31 10:20:00,1899-12-31 10:40:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 51-75%",7,1200,"10","10"
"19289","Lisière de bois",2012-06-05,15496,1899-12-31 11:10:00,1899-12-31 11:25:00,"16-20°C","1 Beaufort (1-5km/h)","Soleil voilé",6,900,"11","11"
"19290","Lisière de bois",2011-08-11,15197,1899-12-31 10:50:00,1899-12-31 11:00:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"10","11"
"19291","Lisière de bois",2011-07-01,15156,1899-12-31 13:55:00,1899-12-31 14:05:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"13","14"
"19292","Lisière de bois",2011-07-01,15156,1899-12-31 13:53:00,1899-12-31 14:03:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"13","14"
"19293","Gazon",2018-08-10,17753,1899-12-31 11:50:00,1899-12-31 12:00:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 26-50%",8,600,"11","12"
"19294","Gazon",2018-07-10,17722,1899-12-31 13:45:00,1899-12-31 13:55:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",7,600,"13","13"
"19296","Gazon",2015-07-07,16623,1899-12-31 12:05:00,1899-12-31 12:10:00,"21-25°C","0 Beaufort (0km/h)","nuages 26-50%",7,300,"12","12"
"19297","Gazon",2015-05-19,16574,1899-12-31 13:30:00,1899-12-31 13:35:00,"16-20°C","5 Beaufort (29-38km/h)","nuages 26-50%",5,300,"13","13"
"19298","Gazon",2015-07-07,16623,1899-12-31 12:05:00,1899-12-31 12:10:00,"16-20°C","5 Beaufort (29-38km/h)","nuages 26-50%",7,300,"12","12"
"19299","Gazon",2014-08-21,16303,1899-12-31 11:45:00,1899-12-31 11:55:00,"16-20°C","0 Beaufort (0km/h)","Soleil voilé",8,600,"11","11"
"19300","Gazon",2014-07-07,16258,1899-12-31 13:25:00,1899-12-31 13:35:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 0-25%",7,600,"13","13"
"19301","Gazon",2014-06-03,16224,1899-12-31 14:10:00,1899-12-31 14:20:00,"16-20°C","2 Beaufort (6-11km/h)","nuages 26-50%",6,600,"14","14"
"19302","Gazon",2013-08-12,15929,1899-12-31 12:10:00,1899-12-31 12:25:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",8,900,"12","12"
"19303","Gazon",2013-07-10,15896,1899-12-31 13:38:00,1899-12-31 13:52:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",7,840,"13","13"
"19304","Gazon",2013-06-06,15862,1899-12-31 14:10:00,1899-12-31 14:15:00,"21-25°C","0 Beaufort (0km/h)","Ciel dégagé",6,300,"14","14"
"19305","Gazon",2012-08-10,15562,1899-12-31 10:50:00,1899-12-31 11:00:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"10","11"
"19307","Gazon",2012-06-05,15496,1899-12-31 11:35:00,1899-12-31 11:45:00,"16-20°C","1 Beaufort (1-5km/h)","Soleil voilé",6,600,"11","11"
"19308","Gazon",2011-07-01,15156,1899-12-31 14:45:00,1899-12-31 14:55:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"14","14"
"19309","Gazon",2011-07-01,15156,1899-12-31 14:44:00,1899-12-31 14:54:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"14","14"
"19310","Gazon",2011-08-11,15197,1899-12-31 12:30:00,1899-12-31 12:40:00,"16-20°C","1 Beaufort (1-5km/h)","Soleil voilé",8,600,"12","12"
"19311","Prairie",2019-07-31,18108,1899-12-31 11:30:00,1899-12-31 11:45:00,"21-25°C","2 Beaufort (6-11km/h)","Ciel dégagé",7,900,"11","11"
"19312","Prairie",2019-07-03,18080,1899-12-31 11:30:00,1899-12-31 11:45:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,900,"11","11"
"19314","Prairie",2017-08-01,17379,1899-12-31 13:15:00,1899-12-31 13:30:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,900,"13","13"
"19315","Prairie",2017-07-04,17351,1899-12-31 13:15:00,1899-12-31 13:30:00,"21-25°C","0 Beaufort (0km/h)","Ciel dégagé",7,900,"13","13"
"19318","Prairie",2016-08-01,17014,1899-12-31 12:00:00,1899-12-31 12:20:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,1200,"12","12"
"19319","Prairie",2016-07-11,16993,1899-12-31 11:00:00,1899-12-31 11:20:00,"21-25°C","2 Beaufort (6-11km/h)","Soleil voilé",7,1200,"11","11"
"19320","Prairie",2016-06-03,16955,1899-12-31 14:00:00,1899-12-31 14:20:00,"16-20°C","3 Beaufort (12-19km/h)","Soleil voilé",6,1200,"14","14"
"19322","Prairie",2015-08-04,16651,1899-12-31 12:00:00,1899-12-31 12:10:00,"21-25°C","2 Beaufort (6-11km/h)","Ciel dégagé",8,600,"12","12"
"19323","Prairie",2015-07-02,16618,1899-12-31 12:00:00,1899-12-31 12:10:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 26-50%",7,600,"12","12"
"19324","Prairie",2015-06-01,16587,1899-12-31 15:15:00,1899-12-31 15:30:00,"16-20°C","3 Beaufort (12-19km/h)","Ciel dégagé",6,900,"15","15"
"19325","Prairie",2015-05-19,16574,1899-12-31 15:00:00,1899-12-31 15:15:00,"13-15°C","4 Beaufort (20-28km/h)","Ciel dégagé",5,900,"15","15"
"19326","Prairie",2014-08-01,16283,1899-12-31 11:00:00,1899-12-31 11:15:00,"21-25°C","0 Beaufort (0km/h)","Ciel dégagé",8,900,"11","11"
"19327","Prairie",2014-07-11,16262,1899-12-31 11:00:00,1899-12-31 11:15:00,"16-20°C","2 Beaufort (6-11km/h)","Soleil voilé",7,900,"11","11"
"19328","Prairie",2014-06-16,16237,1899-12-31 11:00:00,1899-12-31 11:15:00,"21-25°C","4 Beaufort (20-28km/h)","Ciel dégagé",6,900,"11","11"
"19329","Prairie",2013-08-05,15922,1899-12-31 14:00:00,1899-12-31 14:10:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 51-75%",8,600,"14","14"
"19330","Prairie",2013-07-08,15894,1899-12-31 12:45:00,1899-12-31 12:55:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"12","12"
"19331","Prairie",2013-06-07,15863,1899-12-31 14:35:00,1899-12-31 14:45:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",6,600,"14","14"
"19332","Prairie",2012-08-09,15561,1899-12-31 10:00:00,1899-12-31 10:10:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"10","10"
"19333","Prairie",2012-05-30,15490,1899-12-31 14:15:00,1899-12-31 14:25:00,"21-25°C","1 Beaufort (1-5km/h)","Soleil voilé",5,600,"14","14"
"19335","Prairie",2011-06-30,15155,1899-12-31 15:20:00,1899-12-31 15:35:00,"21-25°C","0 Beaufort (0km/h)","Ciel dégagé",6,900,"15","15"
"19337","Square urbain",2011-07-29,15184,1899-12-31 13:30:00,1899-12-31 13:40:00,"21-25°C","0 Beaufort (0km/h)","Ciel dégagé",7,600,"13","13"
"19338","Square urbain",2011-06-28,15153,1899-12-31 14:14:00,1899-12-31 14:24:00,"16-20°C","1 Beaufort (1-5km/h)","Soleil voilé",6,600,"14","14"
"19339","Square urbain",2011-06-08,15133,1899-12-31 14:00:00,1899-12-31 14:10:00,"16-20°C","1 Beaufort (1-5km/h)","Soleil voilé",6,600,"14","14"
"19340","Prairie",2011-08-15,15201,1899-12-31 16:00:00,1899-12-31 16:20:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",8,1200,"16","16"
"19341","Prairie",2011-07-04,15159,1899-12-31 16:00:00,1899-12-31 16:20:00,"26-30°C","3 Beaufort (12-19km/h)","nuages 0-25%",7,1200,"16","16"
"19342","Prairie",2011-06-10,15135,1899-12-31 10:00:00,1899-12-31 10:20:00,"21-25°C","0 Beaufort (0km/h)","Ciel dégagé",6,1200,"10","10"
"19343","Jardin",2016-08-12,17025,1899-12-31 14:00:00,1899-12-31 14:10:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"14","14"
"19344","Jardin",2016-07-13,16995,1899-12-31 14:30:00,1899-12-31 14:40:00,"16-20°C","4 Beaufort (20-28km/h)","nuages 76-100%",7,600,"14","14"
"19345","Jardin",2016-06-10,16962,1899-12-31 16:00:00,1899-12-31 16:10:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 26-50%",6,600,"16","16"
"19346","Jardin",2015-08-07,16654,1899-12-31 15:30:00,1899-12-31 15:40:00,"26-30°C","3 Beaufort (12-19km/h)","Soleil voilé",8,600,"15","15"
"19347","Jardin",2015-07-06,16622,1899-12-31 10:40:00,1899-12-31 10:50:00,"26-30°C","2 Beaufort (6-11km/h)","Ciel dégagé",7,600,"10","10"
"19348","Jardin",2015-06-03,16589,1899-12-31 14:55:00,1899-12-31 15:05:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 26-50%",6,600,"14","15"
"19349","Jardin",2014-08-05,16287,1899-12-31 15:00:00,1899-12-31 15:10:00,"26-30°C","2 Beaufort (6-11km/h)","Ciel dégagé",8,600,"15","15"
"19350","Jardin",2014-07-01,16252,1899-12-31 15:00:00,1899-12-31 15:10:00,"21-25°C","3 Beaufort (12-19km/h)","Soleil voilé",7,600,"15","15"
